_vocab,finance,sports,medicine,technology
reason,0.7222102880477905,0.7067452073097229,0.7176442742347717,0.6715043187141418
feel,0.6846361756324768,0.6959596276283264,0.7367427349090576,0.6528860926628113
smug,0.6722269654273987,0.7414101958274841,0.752545177936554,0.6676738858222961
lost,0.6536256074905396,0.6695072650909424,0.6965898871421814,0.6070597767829895
less,0.6675140261650085,0.7111571431159973,0.6934358477592468,0.6552586555480957
folks,0.6151943206787109,0.7098007798194885,0.6963047981262207,0.6917979717254639
stuck,0.6883880496025085,0.7183665037155151,0.7554101347923279,0.6539940237998962
exploded,0.6734388470649719,0.6889085173606873,0.7184219360351562,0.6299039721488953
costs,0.6514592170715332,0.7067760229110718,0.7082443237304688,0.6652107834815979
drove,0.6011641621589661,0.7102370858192444,0.6851881146430969,0.6017889380455017
imports,0.6913970708847046,0.6935238838195801,0.7383204698562622,0.6489701271057129
according,0.6080051064491272,0.6941689252853394,0.6594510078430176,0.5833414793014526
giant,0.6782124638557434,0.6617625951766968,0.674074649810791,0.6272463798522949
shell,0.6753498315811157,0.7268333435058594,0.7345105409622192,0.6550623774528503
bracing,0.6638531684875488,0.736547589302063,0.7339675426483154,0.6825480461120605
takeover,0.6585332155227661,0.5981870293617249,0.7013762593269348,0.6232315301895142
possibly,0.6740245223045349,0.7361220717430115,0.7168142795562744,0.6851580142974854
french,0.63194340467453,0.6557941436767578,0.678200364112854,0.6487773060798645
rival,0.6268428564071655,0.6964980363845825,0.7009443640708923,0.7066761255264282
press,0.6200805902481079,0.6954182386398315,0.682234525680542,0.6323590874671936
report,0.5792787671089172,0.6650439500808716,0.6146193742752075,0.6311384439468384
minute,0.6915521025657654,0.6657084822654724,0.697471022605896,0.5970681309700012
interview,0.6562416553497314,0.7059369087219238,0.733024537563324,0.6995982527732849
bosses,0.6606011986732483,0.6956220865249634,0.7207772731781006,0.684729278087616
playboy,0.6572717428207397,0.7078995108604431,0.7442162036895752,0.6574774384498596
nation,0.6765896081924438,0.7039327025413513,0.7112420797348022,0.6321404576301575
eurozone,0.6735721230506897,0.7149778008460999,0.7160542607307434,0.6910580396652222
continues,0.6546217203140259,0.7154318690299988,0.7100039720535278,0.6476469039916992
warnings,0.6282691955566406,0.7127814292907715,0.7072087526321411,0.6758154630661011
may,0.6473621726036072,0.618226945400238,0.6346892714500427,0.6355772018432617
slow,0.7096696496009827,0.7193983197212219,0.7195137739181519,0.6486741304397583
later,0.6407713890075684,0.694953441619873,0.7117414474487305,0.6634485721588135
growth,0.664222240447998,0.7120420336723328,0.7026049494743347,0.6147587895393372
japan,0.617019534111023,0.611449122428894,0.6647427082061768,0.6020074486732483
slows,0.6745340824127197,0.7346479296684265,0.7115338444709778,0.6866632103919983
country,0.6756806969642639,0.6865200400352478,0.6946163177490234,0.6121198534965515
experiences,0.7295610308647156,0.7247240543365479,0.7406112551689148,0.6549252271652222
domestic,0.6861937046051025,0.6704880595207214,0.7214817404747009,0.650305986404419
corporate,0.651482343673706,0.6759544014930725,0.6676682829856873,0.632546067237854
rates,0.6317110657691956,0.6622717380523682,0.6859627962112427,0.6616511940956116
trimmed,0.6653843522071838,0.7068124413490295,0.744823694229126,0.6710503697395325
south,0.6360437273979187,0.684129536151886,0.6949486136436462,0.6161214113235474
african,0.5846052169799805,0.6972610950469971,0.6737686395645142,0.6003278493881226
central,0.6957499980926514,0.6849866509437561,0.7174782156944275,0.653621256351471
lack,0.6331931352615356,0.7037316560745239,0.6809045076370239,0.6664385795593262
hits,0.6396717429161072,0.6916514039039612,0.6973674297332764,0.6833337545394897
rand,0.6747731566429138,0.7355414032936096,0.7499108910560608,0.6471571922302246
surprises,0.6925427913665771,0.7565484642982483,0.7312163710594177,0.6688547730445862
cost,0.6585305333137512,0.667587161064148,0.7057216763496399,0.5787070989608765
buying,0.6373167634010315,0.6701327562332153,0.6681848764419556,0.6683200001716614
second,0.6724072694778442,0.6831233501434326,0.70573490858078,0.6418623924255371
hand,0.624970555305481,0.6843953132629395,0.6808634400367737,0.6468702554702759
cars,0.6209376454353333,0.6834595799446106,0.6990504860877991,0.6601555943489075
sharply,0.70759516954422,0.7053027153015137,0.7225550413131714,0.6133180260658264
five,0.6439399123191833,0.6703937649726868,0.6641018986701965,0.6816475987434387
survey,0.6140324473381042,0.6248483657836914,0.6465834975242615,0.6082890629768372
bank,0.6416414976119995,0.7125474810600281,0.6974661946296692,0.6760569214820862
cuts,0.6455361247062683,0.6768360733985901,0.6801043748855591,0.6278244256973267
interest,0.6923231482505798,0.665503978729248,0.7184039950370789,0.6421189308166504
quarter,0.5755001306533813,0.5315710306167603,0.5700995326042175,0.5219204425811768
percentage,0.6646173596382141,0.7183022499084473,0.7419826984405518,0.6705020070075989
point,0.6573795676231384,0.7071809768676758,0.6954692006111145,0.6459042429924011
bid,0.6301864385604858,0.6347643733024597,0.6713330745697021,0.6525349020957947
drive,0.643620491027832,0.7289562225341797,0.733609139919281,0.699493944644928
shares,0.6543402075767517,0.6639890074729919,0.6652461290359497,0.6847611665725708
engine,0.6669461131095886,0.7234582304954529,0.6896383166313171,0.6749215126037598
floated,0.6753373742103577,0.7310483455657959,0.6901521682739258,0.6401404738426208
much,0.6518942713737488,0.6653009057044983,0.6629799008369446,0.6457376480102539
takes,0.5946101546287537,0.7057271599769592,0.6866509914398193,0.6819894313812256
place,0.6140351295471191,0.6796989440917969,0.656815767288208,0.6483114957809448
packard,0.6786752939224243,0.6860422492027283,0.6697092056274414,0.6328569650650024
disappointing,0.6915593147277832,0.7359107732772827,0.761447548866272,0.7020630240440369
warns,0.6780383586883545,0.7433721423149109,0.7115520238876343,0.6758614182472229
final,0.6847851872444153,0.6691716313362122,0.6967480182647705,0.6735535860061646
also,0.5753722786903381,0.6834147572517395,0.6387996077537537,0.6345628499984741
short,0.6949412822723389,0.7023042440414429,0.692537784576416,0.6237273812294006
oldest,0.6698678731918335,0.6939362287521362,0.7159459590911865,0.6623438596725464
textile,0.704740047454834,0.7149195671081543,0.7655994892120361,0.6639672517776489
operators,0.6806008219718933,0.6897637248039246,0.7124198079109192,0.6536026000976562
indian,0.6466146111488342,0.648804783821106,0.6783892512321472,0.6120154857635498
ocean,0.6698744297027588,0.6856821179389954,0.696064829826355,0.6594271659851074
island,0.6346889138221741,0.6613314747810364,0.6763973832130432,0.6596723794937134
shut,0.668484091758728,0.6964016556739807,0.6916305422782898,0.6748847961425781
seven,0.6621189713478088,0.6515894532203674,0.7035295963287354,0.6410692930221558
factories,0.6424888968467712,0.7235587239265442,0.7085295915603638,0.6643504500389099
cut,0.5697959065437317,0.6753571033477783,0.6637362837791443,0.6842614412307739
torn,0.6446630954742432,0.6883490681648254,0.7167449593544006,0.6220253705978394
darfur,0.6715736389160156,0.6975008249282837,0.7021641731262207,0.6031123399734497
western,0.6696656346321106,0.6805261969566345,0.6753756999969482,0.6452046632766724
running,0.6587992906570435,0.6669896245002747,0.6535792350769043,0.6062105298042297
japanese,0.7013935446739197,0.6634049415588379,0.6848537921905518,0.6231486797332764
nuclear,0.6715063452720642,0.6653057336807251,0.6921992301940918,0.6520110368728638
plant,0.6312462687492371,0.7007871866226196,0.7113617062568665,0.6551283001899719
hit,0.6979038715362549,0.7348242402076721,0.7028254270553589,0.6405222415924072
fatal,0.6539919972419739,0.697622537612915,0.7271689176559448,0.652298092842102
accident,0.6506924033164978,0.7007007598876953,0.7224407196044922,0.6593337059020996
close,0.7026292681694031,0.6398164629936218,0.6887795329093933,0.6604714393615723
reactors,0.6928521990776062,0.7506886720657349,0.749154269695282,0.6471448540687561
safety,0.6800196766853333,0.6536359786987305,0.7201541066169739,0.6214724183082581
veteran,0.648145854473114,0.6800371408462524,0.7167830467224121,0.7073051333427429
inventor,0.6555079817771912,0.732845664024353,0.7271897792816162,0.661628007888794
famous,0.6709132790565491,0.7260867953300476,0.713714599609375,0.709754467010498
creating,0.6977248191833496,0.7145994305610657,0.7174967527389526,0.6425085663795471
planning,0.6733145713806152,0.6748326420783997,0.7041082382202148,0.6187722086906433
float,0.6511801481246948,0.6941190958023071,0.7413356304168701,0.6471070051193237
arabia,0.6437293887138367,0.689256489276886,0.7440539002418518,0.6755114793777466
ready,0.6266067028045654,0.6878228187561035,0.6733532547950745,0.6323686838150024
push,0.6206580400466919,0.7303792834281921,0.6994237899780273,0.639856219291687
extra,0.6524971723556519,0.6787127256393433,0.707645058631897,0.659763753414154
help,0.6575180888175964,0.666987419128418,0.6891478300094604,0.6684138774871826
reverse,0.6691996455192566,0.6973190307617188,0.7182841300964355,0.6469060182571411
surging,0.6369242072105408,0.7098242044448853,0.6931301355361938,0.6830207705497742
group,0.6451464891433716,0.5691168308258057,0.6507435441017151,0.5744851231575012
led,0.6333054304122925,0.680109977722168,0.6683166027069092,0.6626400351524353
plans,0.5973432660102844,0.6393345594406128,0.6408244371414185,0.6639696955680847
spend,0.6211958527565002,0.6679233312606812,0.658236563205719,0.6264412999153137
expansion,0.6664746999740601,0.6813119649887085,0.6922736167907715,0.6447468400001526
winning,0.618852436542511,0.6802809238433838,0.670372486114502,0.6653158068656921
two,0.6011675000190735,0.6902003884315491,0.6446710228919983,0.57086181640625
mobile,0.6192072629928589,0.6606763601303101,0.6527189016342163,0.6328040361404419
phone,0.6670465469360352,0.594754159450531,0.6856885552406311,0.5464385747909546
licences,0.683381199836731,0.7031309008598328,0.7179098129272461,0.6469184756278992
saudi,0.6704215407371521,0.6984500885009766,0.7026636600494385,0.6391984820365906
rail,0.6942883729934692,0.7105387449264526,0.7329429984092712,0.6567153930664062
flies,0.6810310482978821,0.7085227370262146,0.7509452700614929,0.669131338596344
specialist,0.7259874939918518,0.7460275888442993,0.7606465816497803,0.6663171648979187
engineers,0.6579251289367676,0.7140707969665527,0.6915870308876038,0.6506653428077698
west,0.6359402537345886,0.7232519388198853,0.6818126440048218,0.6720818877220154
coast,0.6376398205757141,0.6865706443786621,0.7032307386398315,0.6863248348236084
mainline,0.5936588048934937,0.6794509887695312,0.669782280921936,0.6685606837272644
uk,0.6002324819564819,0.7029484510421753,0.6848751902580261,0.6853948831558228
skills,0.7129679322242737,0.7385299205780029,0.7386788725852966,0.6741747856140137
scientists,0.6517535448074341,0.7202172875404358,0.6837405562400818,0.6379055380821228
hope,0.6465908288955688,0.6798797845840454,0.7092369794845581,0.6174902319908142
experimental,0.647840142250061,0.7174849510192871,0.727848470211029,0.6591432690620422
drugs,0.6781907677650452,0.632839024066925,0.6898850202560425,0.6182069778442383
cure,0.6715492606163025,0.7316597700119019,0.7338185906410217,0.668005108833313
heart,0.6276317238807678,0.6170916557312012,0.7043308615684509,0.6670429706573486
disease,0.7345830798149109,0.6936299800872803,0.7268631458282471,0.644512951374054
lately,0.6700034737586975,0.6992897987365723,0.7456870079040527,0.6573073267936707
focus,0.7013061046600342,0.6678598523139954,0.6851775646209717,0.6092607378959656
mundane,0.6722951531410217,0.7416405081748962,0.7466668486595154,0.6689110398292542
style,0.6762644648551941,0.6675950884819031,0.7348252534866333,0.6617485284805298
turn,0.5502200722694397,0.6578275561332703,0.664725124835968,0.6717292666435242
good,0.6569423675537109,0.6927522420883179,0.6805323958396912,0.6339403986930847
news,0.6325153708457947,0.7181648015975952,0.6977487206459045,0.6491374373435974
bad,0.6196085810661316,0.6635696291923523,0.6587557196617126,0.6325242519378662
percent,0.5687384009361267,0.6102954745292664,0.5883886814117432,0.6360375881195068
tax,0.6684821248054504,0.698452353477478,0.7011182904243469,0.5971222519874573
break,0.7135850787162781,0.6715274453163147,0.7368401288986206,0.6259800791740417
bringing,0.6516159176826477,0.6961510181427002,0.6866313815116882,0.6411538124084473
mail,0.6397420763969421,0.6793580055236816,0.7191137671470642,0.6445626020431519
victim,0.6890219449996948,0.6719154119491577,0.7177343964576721,0.6766801476478577
conclusion,0.6690032482147217,0.7166321277618408,0.707677960395813,0.6843469738960266
ibm,0.5870741009712219,0.6618397235870361,0.677992045879364,0.6719290614128113
researchers,0.6484661102294922,0.6667808294296265,0.6758579015731812,0.6154785752296448
spent,0.6474551558494568,0.6958135366439819,0.6853973269462585,0.6396638751029968
nearly,0.6513530611991882,0.6469379663467407,0.6703414916992188,0.6199941635131836
decade,0.6239287853240967,0.6911613345146179,0.7044020295143127,0.6621617078781128
conducting,0.642914354801178,0.7185013890266418,0.7179211974143982,0.67231285572052
field,0.6102946996688843,0.6625866293907166,0.6930877566337585,0.6622908115386963
tests,0.6713740229606628,0.6789596676826477,0.7409825921058655,0.6520921587944031
companies,0.631725549697876,0.7024828195571899,0.701408863067627,0.6471616625785828
employees,0.6525692343711853,0.664564847946167,0.682118833065033,0.6685716509819031
use,0.624254047870636,0.6655773520469666,0.6822654008865356,0.6492506265640259
electronic,0.6703911423683167,0.69488924741745,0.7268658876419067,0.6363207697868347
clear,0.6258924603462219,0.707955002784729,0.6755898594856262,0.6975003480911255
killer,0.6682162284851074,0.722432017326355,0.7188171744346619,0.6806936264038086
genius,0.6554127931594849,0.7267561554908752,0.7620655298233032,0.6869130730628967
mess,0.6459024548530579,0.7106564044952393,0.7431408166885376,0.67240309715271
bill,0.6160825490951538,0.6766048073768616,0.6905133724212646,0.6853051781654358
gates,0.6371186971664429,0.7399744987487793,0.6976082921028137,0.6507591605186462
brilliant,0.6844288110733032,0.7306718230247498,0.7361623048782349,0.6597839593887329
